DFC_ANIO_PK|DFC_DESCRIPCION_MES|CODIGO_OPERA_FAMILIA|DESCRIPCION_FAMILIA|DESCRIPCION_PROVINCIA|TOTAL
2021|01 Enero|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|PICHINCHA|1529
2021|09 Septiembre|H|TRANSPORTE Y ALMACENAMIENTO.|TUNGURAHUA|23
2021|04 Abril|P|ENSEÑANZA.|PICHINCHA|71
2021|09 Septiembre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|GUAYAS|418
2021|02 Febrero|S|OTRAS ACTIVIDADES DE SERVICIOS.|IMBABURA|153
2021|07 Julio|S|OTRAS ACTIVIDADES DE SERVICIOS.|TUNGURAHUA|206
2021|09 Septiembre|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|SANTO DOMINGO DE LOS TSACHILAS|372
2021|02 Febrero|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|AZUAY|52
2021|07 Julio|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|ESMERALDAS|487
2021|01 Enero|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|GUAYAS|228
2021|07 Julio|L|ACTIVIDADES INMOBILIARIAS.|ZAMORA CHINCHIPE|3
2021|03 Marzo|S|OTRAS ACTIVIDADES DE SERVICIOS.|LOS RIOS|153
2021|04 Abril|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|AZUAY|38
2021|03 Marzo|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|MANABI|671
2021|10 Octubre|C|INDUSTRIAS MANUFACTURERAS.|GUAYAS|281
2021|08 Agosto|S|OTRAS ACTIVIDADES DE SERVICIOS.|COTOPAXI|106
2021|04 Abril|L|ACTIVIDADES INMOBILIARIAS.|LOJA|5
2021|07 Julio|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|LOS RIOS|415
2021|03 Marzo|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|GUAYAS|390
2021|10 Octubre|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|AZUAY|238
2021|01 Enero|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|AZUAY|292
2021|01 Enero|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|SUCUMBIOS|150
2021|07 Julio|F|CONSTRUCCIÓN.|PASTAZA|22
2021|04 Abril|L|ACTIVIDADES INMOBILIARIAS.|AZUAY|12
2021|07 Julio|C|INDUSTRIAS MANUFACTURERAS.|CHIMBORAZO|36
2021|06 Junio|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|AZUAY|67
2021|07 Julio|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|IMBABURA|199
2021|01 Enero|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|LOS RIOS|140
2021|03 Marzo|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|EL ORO|280
2021|12 Diciembre|C|INDUSTRIAS MANUFACTURERAS.|PICHINCHA|185
2021|01 Enero|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|NAPO|72
2021|06 Junio|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|MANABI|62
2021|09 Septiembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|ORELLANA|22
2021|12 Diciembre|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|CHIMBORAZO|163
2021|09 Septiembre|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|MANABI|96
2021|12 Diciembre|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|AZUAY|95
2021|01 Enero|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|CAÑAR|84
2021|09 Septiembre|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|AZUAY|115
2021|07 Julio|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|SANTO DOMINGO DE LOS TSACHILAS|385
2021|03 Marzo|B|EXPLOTACIÓN DE MINAS Y CANTERAS.|PICHINCHA|8
2021|02 Febrero|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|PICHINCHA|98
2021|06 Junio|P|ENSEÑANZA.|GUAYAS|176
2021|11 Noviembre|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|GUAYAS|165
2021|10 Octubre|S|OTRAS ACTIVIDADES DE SERVICIOS.|AZUAY|258
2021|03 Marzo|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|AZUAY|103
2021|11 Noviembre|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|MANABI|696
2021|04 Abril|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|AZUAY|28
2021|10 Octubre|S|OTRAS ACTIVIDADES DE SERVICIOS.|ORELLANA|70
2021|06 Junio|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|GUAYAS|204
2021|11 Noviembre|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|LOS RIOS|290
2021|09 Septiembre|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|LOS RIOS|14
2021|01 Enero|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|ORELLANA|111
2021|12 Diciembre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|GUAYAS|266
2021|09 Septiembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|GUAYAS|393
2021|08 Agosto|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|AZUAY|69
2021|08 Agosto|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|PICHINCHA|609
2021|09 Septiembre|S|OTRAS ACTIVIDADES DE SERVICIOS.|SANTA ELENA|63
2021|11 Noviembre|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|LOS RIOS|10
2021|09 Septiembre|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|MANABI|32
2021|11 Noviembre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|GUAYAS|365
2021|10 Octubre|S|OTRAS ACTIVIDADES DE SERVICIOS.|LOS RIOS|117
2021|06 Junio|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|AZUAY|89
2021|08 Agosto|C|INDUSTRIAS MANUFACTURERAS.|ORELLANA|12
2021|07 Julio|P|ENSEÑANZA.|MANABI|34
2021|10 Octubre|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|MORONA SANTIAGO|37
2021|01 Enero|S|OTRAS ACTIVIDADES DE SERVICIOS.|NAPO|35
2021|06 Junio|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|ESMERALDAS|13
2021|02 Febrero|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|LOJA|29
2021|03 Marzo|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|EL ORO|56
2021|10 Octubre|F|CONSTRUCCIÓN.|IMBABURA|28
2021|05 Mayo|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|CHIMBORAZO|28
2021|01 Enero|F|CONSTRUCCIÓN.|GUAYAS|96
2021|11 Noviembre|F|CONSTRUCCIÓN.|AZUAY|33
2021|08 Agosto|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|LOS RIOS|336
2021|02 Febrero|S|OTRAS ACTIVIDADES DE SERVICIOS.|SANTO DOMINGO DE LOS TSACHILAS|139
2021|11 Noviembre|C|INDUSTRIAS MANUFACTURERAS.|SANTO DOMINGO DE LOS TSACHILAS|38
2021|04 Abril|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|AZUAY|210
2021|11 Noviembre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|NAPO|14
2021|07 Julio|C|INDUSTRIAS MANUFACTURERAS.|LOJA|28
2021|08 Agosto|E|DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.|PICHINCHA|7
2021|08 Agosto|P|ENSEÑANZA.|MANABI|38
2021|12 Diciembre|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|GUAYAS|377
2021|11 Noviembre|S|OTRAS ACTIVIDADES DE SERVICIOS.|NAPO|41
2021|04 Abril|L|ACTIVIDADES INMOBILIARIAS.|CHIMBORAZO|12
2021|04 Abril|S|OTRAS ACTIVIDADES DE SERVICIOS.|MANABI|132
2021|07 Julio|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|PICHINCHA|62
2021|08 Agosto|E|DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.|AZUAY|3
2021|09 Septiembre|B|EXPLOTACIÓN DE MINAS Y CANTERAS.|PICHINCHA|8
2021|05 Mayo|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|EL ORO|41
2021|07 Julio|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|GUAYAS|154
2021|11 Noviembre|C|INDUSTRIAS MANUFACTURERAS.|LOJA|22
2021|05 Mayo|P|ENSEÑANZA.|GUAYAS|70
2021|03 Marzo|E|DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.|PICHINCHA|9
2021|01 Enero|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|PICHINCHA|28
2021|10 Octubre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|COTOPAXI|101
2021|12 Diciembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|CARCHI|9
2021|12 Diciembre|S|OTRAS ACTIVIDADES DE SERVICIOS.|LOJA|84
2021|08 Agosto|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|MORONA SANTIAGO|12
2021|03 Marzo|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|TUNGURAHUA|255
2021|11 Noviembre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|ZAMORA CHINCHIPE|22
2021|12 Diciembre|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|ESMERALDAS|140
2021|01 Enero|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|AZUAY|27
2021|08 Agosto|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|PASTAZA|11
2021|06 Junio|S|OTRAS ACTIVIDADES DE SERVICIOS.|TUNGURAHUA|233
2021|05 Mayo|S|OTRAS ACTIVIDADES DE SERVICIOS.|SANTA ELENA|26
2021|09 Septiembre|H|TRANSPORTE Y ALMACENAMIENTO.|LOJA|27
2021|09 Septiembre|L|ACTIVIDADES INMOBILIARIAS.|GUAYAS|81
2021|10 Octubre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|MORONA SANTIAGO|22
2021|02 Febrero|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|MANABI|157
2021|09 Septiembre|F|CONSTRUCCIÓN.|COTOPAXI|13
2021|07 Julio|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|CAÑAR|16
2021|10 Octubre|F|CONSTRUCCIÓN.|LOJA|16
2021|05 Mayo|S|OTRAS ACTIVIDADES DE SERVICIOS.|SANTO DOMINGO DE LOS TSACHILAS|57
2021|07 Julio|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|ZAMORA CHINCHIPE|52
2021|05 Mayo|H|TRANSPORTE Y ALMACENAMIENTO.|EL ORO|32
2021|03 Marzo|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|PICHINCHA|35
2021|12 Diciembre|C|INDUSTRIAS MANUFACTURERAS.|COTOPAXI|26
2021|07 Julio|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|ORELLANA|12
2021|04 Abril|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|LOS RIOS|95
2021|03 Marzo|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|COTOPAXI|30
2021|05 Mayo|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|ESMERALDAS|11
2021|03 Marzo|C|INDUSTRIAS MANUFACTURERAS.|COTOPAXI|27
2021|02 Febrero|P|ENSEÑANZA.|MANABI|25
2021|01 Enero|F|CONSTRUCCIÓN.|SANTO DOMINGO DE LOS TSACHILAS|18
2021|03 Marzo|F|CONSTRUCCIÓN.|TUNGURAHUA|33
2021|05 Mayo|H|TRANSPORTE Y ALMACENAMIENTO.|AZUAY|12
2021|04 Abril|F|CONSTRUCCIÓN.|SUCUMBIOS|10
2021|05 Mayo|F|CONSTRUCCIÓN.|MORONA SANTIAGO|14
2021|03 Marzo|F|CONSTRUCCIÓN.|MANABI|48
2021|04 Abril|C|INDUSTRIAS MANUFACTURERAS.|CHIMBORAZO|28
2021|04 Abril|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|TUNGURAHUA|24
2021|11 Noviembre|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|BOLIVAR|66
2021|10 Octubre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|LOS RIOS|50
2021|09 Septiembre|S|OTRAS ACTIVIDADES DE SERVICIOS.|COTOPAXI|117
2021|04 Abril|P|ENSEÑANZA.|GUAYAS|49
2021|11 Noviembre|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|EL ORO|38
2021|04 Abril|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|EL ORO|26
2021|10 Octubre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|LOJA|30
2021|12 Diciembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|TUNGURAHUA|30
2021|11 Noviembre|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|ESMERALDAS|20
2021|11 Noviembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|SANTA ELENA|20
2021|04 Abril|F|CONSTRUCCIÓN.|COTOPAXI|15
2021|03 Marzo|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|ZAMORA CHINCHIPE|54
2021|09 Septiembre|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|AZUAY|43
2021|11 Noviembre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|IMBABURA|54
2021|03 Marzo|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|CARCHI|2
2021|09 Septiembre|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|MORONA SANTIAGO|21
2021|03 Marzo|S|OTRAS ACTIVIDADES DE SERVICIOS.|MORONA SANTIAGO|48
2021|10 Octubre|H|TRANSPORTE Y ALMACENAMIENTO.|TUNGURAHUA|17
2021|01 Enero|F|CONSTRUCCIÓN.|ESMERALDAS|13
2021|10 Octubre|F|CONSTRUCCIÓN.|GUAYAS|166
2021|08 Agosto|P|ENSEÑANZA.|CHIMBORAZO|11
2021|04 Abril|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|PICHINCHA|142
2021|03 Marzo|J|INFORMACIÓN Y COMUNICACIÓN.|PICHINCHA|68
2021|04 Abril|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|SUCUMBIOS|3
2021|09 Septiembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|SANTO DOMINGO DE LOS TSACHILAS|57
2021|08 Agosto|H|TRANSPORTE Y ALMACENAMIENTO.|EL ORO|40
2021|12 Diciembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|SANTA ELENA|11
2021|05 Mayo|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|MANABI|60
2021|09 Septiembre|L|ACTIVIDADES INMOBILIARIAS.|PICHINCHA|75
2021|08 Agosto|C|INDUSTRIAS MANUFACTURERAS.|COTOPAXI|38
2021|12 Diciembre|H|TRANSPORTE Y ALMACENAMIENTO.|BOLIVAR|5
2021|05 Mayo|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|LOS RIOS|112
2021|04 Abril|F|CONSTRUCCIÓN.|PICHINCHA|87
2021|07 Julio|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|IMBABURA|43
2021|08 Agosto|F|CONSTRUCCIÓN.|PICHINCHA|145
2021|08 Agosto|J|INFORMACIÓN Y COMUNICACIÓN.|LOS RIOS|7
2021|11 Noviembre|F|CONSTRUCCIÓN.|ESMERALDAS|9
2021|08 Agosto|S|OTRAS ACTIVIDADES DE SERVICIOS.|MORONA SANTIAGO|33
2021|02 Febrero|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|PICHINCHA|63
2021|10 Octubre|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|BOLIVAR|60
2021|10 Octubre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|SUCUMBIOS|65
2021|12 Diciembre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|SUCUMBIOS|33
2021|04 Abril|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|COTOPAXI|47
2021|05 Mayo|E|DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.|IMBABURA|1
2021|03 Marzo|P|ENSEÑANZA.|CAÑAR|4
2021|11 Noviembre|J|INFORMACIÓN Y COMUNICACIÓN.|PICHINCHA|65
2021|06 Junio|H|TRANSPORTE Y ALMACENAMIENTO.|EL ORO|46
2021|12 Diciembre|K|ACTIVIDADES FINANCIERAS Y DE SEGUROS.|PICHINCHA|40
2021|07 Julio|E|DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.|GUAYAS|8
2021|12 Diciembre|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|ZAMORA CHINCHIPE|17
2021|05 Mayo|L|ACTIVIDADES INMOBILIARIAS.|AZUAY|17
2021|01 Enero|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|SANTO DOMINGO DE LOS TSACHILAS|15
2021|01 Enero|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|TUNGURAHUA|14
2021|06 Junio|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|SANTA ELENA|17
2021|03 Marzo|J|INFORMACIÓN Y COMUNICACIÓN.|SUCUMBIOS|2
2021|11 Noviembre|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|SUCUMBIOS|4
2021|02 Febrero|H|TRANSPORTE Y ALMACENAMIENTO.|ZAMORA CHINCHIPE|7
2021|05 Mayo|E|DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.|PICHINCHA|4
2021|07 Julio|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|CARCHI|14
2021|09 Septiembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|LOJA|43
2021|10 Octubre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|ZAMORA CHINCHIPE|9
2021|06 Junio|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|GUAYAS|46
2021|12 Diciembre|C|INDUSTRIAS MANUFACTURERAS.|SANTO DOMINGO DE LOS TSACHILAS|24
2021|03 Marzo|S|OTRAS ACTIVIDADES DE SERVICIOS.|SUCUMBIOS|30
2021|03 Marzo|L|ACTIVIDADES INMOBILIARIAS.|AZUAY|24
2021|02 Febrero|H|TRANSPORTE Y ALMACENAMIENTO.|CARCHI|11
2021|10 Octubre|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|EL ORO|22
2021|03 Marzo|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|SANTA ELENA|18
2021|08 Agosto|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|SANTA ELENA|18
2021|02 Febrero|S|OTRAS ACTIVIDADES DE SERVICIOS.|LOJA|47
2021|09 Septiembre|S|OTRAS ACTIVIDADES DE SERVICIOS.|GALAPAGOS|16
2021|12 Diciembre|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|LOS RIOS|6
2021|07 Julio|D|SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.|LOS RIOS|3
2021|09 Septiembre|S|OTRAS ACTIVIDADES DE SERVICIOS.|NAPO|27
2021|08 Agosto|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|ORELLANA|21
2021|07 Julio|F|CONSTRUCCIÓN.|COTOPAXI|23
2021|07 Julio|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|LOJA|47
2021|05 Mayo|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|CHIMBORAZO|5
2021|07 Julio|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|EL ORO|38
2021|09 Septiembre|P|ENSEÑANZA.|SANTO DOMINGO DE LOS TSACHILAS|6
