DFC_ANIO_PK;DFC_DESCRIPCION_MES;CODIGO_OPERA_FAMILIA;DESCRIPCION_FAMILIA;DESCRIPCION_PROVINCIA;TOTAL
2019;06 Junio;C;INDUSTRIAS MANUFACTURERAS.;EL ORO;215
2019;12 Diciembre;H;TRANSPORTE Y ALMACENAMIENTO.;GUAYAS;116
2019;06 Junio;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;ESMERALDAS;24
2019;12 Diciembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;AZUAY;3
2019;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;PICHINCHA;315
2019;05 Mayo;S;OTRAS ACTIVIDADES DE SERVICIOS.;AZUAY;560
2019;04 Abril;F;CONSTRUCCIÓN.;AZUAY;58
2019;09 Septiembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;AZUAY;3
2019;07 Julio;L;ACTIVIDADES INMOBILIARIAS.;SANTA ELENA;14
2019;05 Mayo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;AZUAY;108
2019;07 Julio;L;ACTIVIDADES INMOBILIARIAS.;GUAYAS;279
2019;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;AZUAY;146
2019;05 Mayo;H;TRANSPORTE Y ALMACENAMIENTO.;GUAYAS;381
2019;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;GUAYAS;114
2019;10 Octubre;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTO DOMINGO DE LOS TSACHILAS;59
2019;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;PICHINCHA;479
2019;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;CAÑAR;32
2019;08 Agosto;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;PICHINCHA;278
2019;03 Marzo;L;ACTIVIDADES INMOBILIARIAS.;MANABI;33
2019;10 Octubre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;EL ORO;78
2019;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";TUNGURAHUA;137
2019;08 Agosto;P;ENSEÑANZA.;GUAYAS;125
2019;06 Junio;H;TRANSPORTE Y ALMACENAMIENTO.;SANTA ELENA;143
2019;04 Abril;L;ACTIVIDADES INMOBILIARIAS.;EL ORO;41
2019;01 Enero;H;TRANSPORTE Y ALMACENAMIENTO.;GUAYAS;292
2019;02 Febrero;J;INFORMACIÓN Y COMUNICACIÓN.;AZUAY;7
2019;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";GUAYAS;800
2019;06 Junio;C;INDUSTRIAS MANUFACTURERAS.;BOLIVAR;59
2019;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;BOLIVAR;57
2019;06 Junio;H;TRANSPORTE Y ALMACENAMIENTO.;LOS RIOS;332
2019;06 Junio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ESMERALDAS;876
2019;05 Mayo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";GUAYAS;74
2019;11 Noviembre;P;ENSEÑANZA.;TUNGURAHUA;22
2019;07 Julio;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";LOS RIOS;1225
2019;12 Diciembre;V;SIN ACTIVIDAD ECONOMICA - CIIU;BOLIVAR;1
2019;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;COTOPAXI;110
2019;08 Agosto;F;CONSTRUCCIÓN.;BOLIVAR;6
2019;10 Octubre;P;ENSEÑANZA.;BOLIVAR;2
2019;06 Junio;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;LOS RIOS;6
2019;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ORELLANA;20
2019;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;BOLIVAR;14
2019;01 Enero;S;OTRAS ACTIVIDADES DE SERVICIOS.;BOLIVAR;23
2019;04 Abril;F;CONSTRUCCIÓN.;TUNGURAHUA;55
2019;01 Enero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ESMERALDAS;363
2019;08 Agosto;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;BOLIVAR;13
2019;03 Marzo;L;ACTIVIDADES INMOBILIARIAS.;LOS RIOS;8
2019;01 Enero;F;CONSTRUCCIÓN.;PICHINCHA;185
2019;11 Noviembre;H;TRANSPORTE Y ALMACENAMIENTO.;ORELLANA;6
2019;10 Octubre;S;OTRAS ACTIVIDADES DE SERVICIOS.;PICHINCHA;863
2019;06 Junio;V;SIN ACTIVIDAD ECONOMICA - CIIU;SUCUMBIOS;7
2019;05 Mayo;H;TRANSPORTE Y ALMACENAMIENTO.;TUNGURAHUA;46
2019;05 Mayo;P;ENSEÑANZA.;SUCUMBIOS;3
2019;06 Junio;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";PICHINCHA;54
2019;03 Marzo;F;CONSTRUCCIÓN.;BOLIVAR;3
2019;06 Junio;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTO DOMINGO DE LOS TSACHILAS;327
2019;08 Agosto;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;LOS RIOS;247
2019;07 Julio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SUCUMBIOS;36
2019;08 Agosto;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SANTO DOMINGO DE LOS TSACHILAS;27
2019;10 Octubre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTA ELENA;76
2019;01 Enero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";PASTAZA;60
2019;01 Enero;S;OTRAS ACTIVIDADES DE SERVICIOS.;CHIMBORAZO;37
2019;10 Octubre;F;CONSTRUCCIÓN.;SUCUMBIOS;8
2019;02 Febrero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;BOLIVAR;10
2019;09 Septiembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ORELLANA;10
2019;11 Noviembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;BOLIVAR;4
2019;06 Junio;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";BOLIVAR;2
2019;02 Febrero;H;TRANSPORTE Y ALMACENAMIENTO.;CARCHI;9
2019;06 Junio;V;SIN ACTIVIDAD ECONOMICA - CIIU;IMBABURA;96
2019;06 Junio;V;SIN ACTIVIDAD ECONOMICA - CIIU;CARCHI;26
2019;06 Junio;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";CARCHI;12
2019;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";IMBABURA;81
2019;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CARCHI;4
2019;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CARCHI;67
2019;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CARCHI;28
2019;03 Marzo;L;ACTIVIDADES INMOBILIARIAS.;CARCHI;2
2019;12 Diciembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CARCHI;25
2019;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";MORONA SANTIAGO;57
2019;12 Diciembre;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;CARCHI;1
2019;06 Junio;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;CARCHI;2
2019;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CHIMBORAZO;227
2019;08 Agosto;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PICHINCHA;92
2019;08 Agosto;L;ACTIVIDADES INMOBILIARIAS.;CHIMBORAZO;28
2019;08 Agosto;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CHIMBORAZO;66
2019;08 Agosto;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CHIMBORAZO;142
2019;02 Febrero;F;CONSTRUCCIÓN.;CHIMBORAZO;29
2019;05 Mayo;L;ACTIVIDADES INMOBILIARIAS.;CHIMBORAZO;18
2019;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;CHIMBORAZO;17
2019;06 Junio;L;ACTIVIDADES INMOBILIARIAS.;IMBABURA;152
2019;01 Enero;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;CHIMBORAZO;1
2019;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";NAPO;32
2019;07 Julio;F;CONSTRUCCIÓN.;GUAYAS;240
2019;09 Septiembre;J;INFORMACIÓN Y COMUNICACIÓN.;CHIMBORAZO;8
2019;09 Septiembre;F;CONSTRUCCIÓN.;CHIMBORAZO;34
2019;03 Marzo;P;ENSEÑANZA.;CHIMBORAZO;25
2019;09 Septiembre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;SANTO DOMINGO DE LOS TSACHILAS;1
2019;02 Febrero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CHIMBORAZO;45
2019;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;SANTA ELENA;78
2019;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;CHIMBORAZO;12
2019;06 Junio;P;ENSEÑANZA.;ESMERALDAS;62
2019;05 Mayo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;EL ORO;73
2019;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;CHIMBORAZO;60
2019;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTO DOMINGO DE LOS TSACHILAS;62
2019;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;CARCHI;2
2019;12 Diciembre;J;INFORMACIÓN Y COMUNICACIÓN.;PICHINCHA;39
2019;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;CARCHI;2
2019;11 Noviembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;IMBABURA;34
2019;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;IMBABURA;110
2019;08 Agosto;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";CARCHI;1
2019;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PICHINCHA;240
2019;04 Abril;F;CONSTRUCCIÓN.;CARCHI;8
2019;04 Abril;H;TRANSPORTE Y ALMACENAMIENTO.;CARCHI;14
2019;11 Noviembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;COTOPAXI;6
2019;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;COTOPAXI;82
2019;12 Diciembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;COTOPAXI;2
2019;07 Julio;L;ACTIVIDADES INMOBILIARIAS.;COTOPAXI;17
2019;12 Diciembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GUAYAS;81
2019;01 Enero;S;OTRAS ACTIVIDADES DE SERVICIOS.;COTOPAXI;62
2019;01 Enero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTO DOMINGO DE LOS TSACHILAS;316
2019;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;COTOPAXI;264
2019;08 Agosto;S;OTRAS ACTIVIDADES DE SERVICIOS.;COTOPAXI;74
2019;02 Febrero;S;OTRAS ACTIVIDADES DE SERVICIOS.;LOS RIOS;93
2019;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;COTOPAXI;168
2019;07 Julio;P;ENSEÑANZA.;COTOPAXI;35
2019;12 Diciembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";MANABI;432
2019;11 Noviembre;L;ACTIVIDADES INMOBILIARIAS.;ORELLANA;8
2019;09 Septiembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;COTOPAXI;61
2019;06 Junio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;MANABI;2967
2019;12 Diciembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;NAPO;6
2019;10 Octubre;F;CONSTRUCCIÓN.;IMBABURA;18
2019;07 Julio;P;ENSEÑANZA.;SUCUMBIOS;9
2019;05 Mayo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CARCHI;4
2019;03 Marzo;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;CARCHI;1
2019;09 Septiembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;TUNGURAHUA;10
2019;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;PICHINCHA;105
2019;01 Enero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PICHINCHA;180
2019;01 Enero;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;CARCHI;1
2019;05 Mayo;H;TRANSPORTE Y ALMACENAMIENTO.;CARCHI;12
2019;04 Abril;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CAÑAR;134
2019;07 Julio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CAÑAR;29
2019;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;CAÑAR;13
2019;12 Diciembre;H;TRANSPORTE Y ALMACENAMIENTO.;CAÑAR;9
2019;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CAÑAR;61
2019;12 Diciembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;COTOPAXI;73
2019;09 Septiembre;H;TRANSPORTE Y ALMACENAMIENTO.;MANABI;31
2019;04 Abril;F;CONSTRUCCIÓN.;COTOPAXI;35
2019;11 Noviembre;F;CONSTRUCCIÓN.;COTOPAXI;20
2019;12 Diciembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTO DOMINGO DE LOS TSACHILAS;243
2019;01 Enero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;COTOPAXI;8
2019;07 Julio;P;ENSEÑANZA.;TUNGURAHUA;50
2019;01 Enero;P;ENSEÑANZA.;CAÑAR;4
2019;08 Agosto;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CAÑAR;21
2019;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CAÑAR;53
2019;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ORELLANA;23
2019;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;TUNGURAHUA;70
2019;09 Septiembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;TUNGURAHUA;34
2019;05 Mayo;C;INDUSTRIAS MANUFACTURERAS.;LOS RIOS;95
2019;02 Febrero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;TUNGURAHUA;54
2019;09 Septiembre;H;TRANSPORTE Y ALMACENAMIENTO.;CARCHI;7
2019;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;IMBABURA;229
2019;06 Junio;L;ACTIVIDADES INMOBILIARIAS.;ESMERALDAS;103
2019;04 Abril;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;TUNGURAHUA;98
2019;08 Agosto;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;CAÑAR;1
2019;06 Junio;H;TRANSPORTE Y ALMACENAMIENTO.;GALAPAGOS;20
2019;09 Septiembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;CAÑAR;2
2019;02 Febrero;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;AZUAY;2
2019;12 Diciembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;CHIMBORAZO;30
2019;11 Noviembre;J;INFORMACIÓN Y COMUNICACIÓN.;CHIMBORAZO;13
2019;09 Septiembre;H;TRANSPORTE Y ALMACENAMIENTO.;IMBABURA;11
2019;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;LOS RIOS;14
2019;08 Agosto;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CHIMBORAZO;6
2019;02 Febrero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;EL ORO;7
2019;06 Junio;F;CONSTRUCCIÓN.;EL ORO;108
2019;09 Septiembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;EL ORO;114
2019;11 Noviembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;EL ORO;161
2019;01 Enero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";EL ORO;413
2019;04 Abril;J;INFORMACIÓN Y COMUNICACIÓN.;GUAYAS;212
2019;09 Septiembre;H;TRANSPORTE Y ALMACENAMIENTO.;EL ORO;22
2019;09 Septiembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;COTOPAXI;1
2019;08 Agosto;S;OTRAS ACTIVIDADES DE SERVICIOS.;EL ORO;118
2019;04 Abril;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;LOJA;34
2019;05 Mayo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTO DOMINGO DE LOS TSACHILAS;15
2019;11 Noviembre;H;TRANSPORTE Y ALMACENAMIENTO.;ESMERALDAS;13
2019;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;EL ORO;18
2019;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;LOJA;607
2019;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;SUCUMBIOS;36
2019;05 Mayo;S;OTRAS ACTIVIDADES DE SERVICIOS.;LOJA;267
2019;10 Octubre;S;OTRAS ACTIVIDADES DE SERVICIOS.;CHIMBORAZO;38
2019;06 Junio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ORELLANA;70
2019;06 Junio;F;CONSTRUCCIÓN.;LOJA;97
2019;09 Septiembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;EL ORO;45
2019;08 Agosto;H;TRANSPORTE Y ALMACENAMIENTO.;EL ORO;30
2019;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;GUAYAS;180
2019;08 Agosto;L;ACTIVIDADES INMOBILIARIAS.;EL ORO;18
2019;12 Diciembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;EL ORO;6
2019;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;EL ORO;89
2019;10 Octubre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;EL ORO;10
2019;08 Agosto;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;EL ORO;43
2019;11 Noviembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SUCUMBIOS;2
2019;08 Agosto;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SUCUMBIOS;71
2019;04 Abril;P;ENSEÑANZA.;CHIMBORAZO;28
2019;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GALAPAGOS;11
2019;12 Diciembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";PICHINCHA;5
2019;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ORELLANA;20
2019;07 Julio;P;ENSEÑANZA.;SANTA ELENA;35
2019;06 Junio;S;OTRAS ACTIVIDADES DE SERVICIOS.;ZAMORA CHINCHIPE;45
2019;07 Julio;S;OTRAS ACTIVIDADES DE SERVICIOS.;MANABI;532
2019;02 Febrero;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTA ELENA;22
2019;03 Marzo;L;ACTIVIDADES INMOBILIARIAS.;CHIMBORAZO;12
2019;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOS RIOS;103
2019;11 Noviembre;F;CONSTRUCCIÓN.;MANABI;71
2019;11 Noviembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;LOJA;11
2019;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;EL ORO;14
2019;06 Junio;S;OTRAS ACTIVIDADES DE SERVICIOS.;LOJA;600
2019;03 Marzo;F;CONSTRUCCIÓN.;CHIMBORAZO;21
