DFC_ANIO_PK|DFC_DESCRIPCION_MES|CODIGO_OPERA_FAMILIA|DESCRIPCION_FAMILIA|DESCRIPCION_PROVINCIA|TOTAL
2022|04 Abril|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|IMBABURA|10
2022|04 Abril|K|ACTIVIDADES FINANCIERAS Y DE SEGUROS.|GUAYAS|44
2022|04 Abril|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|COTOPAXI|5
2022|01 Enero|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|TUNGURAHUA|83
2022|08 Agosto|S|OTRAS ACTIVIDADES DE SERVICIOS.|PICHINCHA|1982
2022|03 Marzo|H|TRANSPORTE Y ALMACENAMIENTO.|PICHINCHA|79
2022|03 Marzo|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|EL ORO|58
2022|03 Marzo|L|ACTIVIDADES INMOBILIARIAS.|ESMERALDAS|8
2022|03 Marzo|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|COTOPAXI|41
2022|03 Marzo|L|ACTIVIDADES INMOBILIARIAS.|GUAYAS|73
2022|03 Marzo|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|LOJA|58
2022|03 Marzo|F|CONSTRUCCIÓN.|LOJA|18
2022|03 Marzo|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|CARCHI|34
2022|03 Marzo|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|TUNGURAHUA|91
2022|03 Marzo|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|CAÑAR|24
2022|03 Marzo|S|OTRAS ACTIVIDADES DE SERVICIOS.|CHIMBORAZO|73
2022|03 Marzo|C|INDUSTRIAS MANUFACTURERAS.|CAÑAR|13
2022|03 Marzo|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|IMBABURA|29
2022|03 Marzo|C|INDUSTRIAS MANUFACTURERAS.|BOLIVAR|6
2022|03 Marzo|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|ZAMORA CHINCHIPE|2
2022|03 Marzo|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|EL ORO|74
2022|03 Marzo|S|OTRAS ACTIVIDADES DE SERVICIOS.|ZAMORA CHINCHIPE|28
2022|03 Marzo|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|AZUAY|29
2022|03 Marzo|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|CHIMBORAZO|41
2022|03 Marzo|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|NAPO|15
2022|05 Mayo|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|LOS RIOS|274
2022|03 Marzo|J|INFORMACIÓN Y COMUNICACIÓN.|TUNGURAHUA|6
2022|03 Marzo|C|INDUSTRIAS MANUFACTURERAS.|ORELLANA|10
2022|02 Febrero|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|GUAYAS|568
2022|02 Febrero|S|OTRAS ACTIVIDADES DE SERVICIOS.|SUCUMBIOS|29
2022|06 Junio|L|ACTIVIDADES INMOBILIARIAS.|MORONA SANTIAGO|2
2022|05 Mayo|S|OTRAS ACTIVIDADES DE SERVICIOS.|GUAYAS|1074
2022|01 Enero|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|EL ORO|254
2022|01 Enero|S|OTRAS ACTIVIDADES DE SERVICIOS.|COTOPAXI|110
2022|08 Agosto|H|TRANSPORTE Y ALMACENAMIENTO.|GUAYAS|169
2022|09 Septiembre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|SUCUMBIOS|106
2022|01 Enero|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|AZUAY|277
2022|02 Febrero|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|IMBABURA|190
2022|12 Diciembre|S|OTRAS ACTIVIDADES DE SERVICIOS.|PICHINCHA|1684
2022|11 Noviembre|S|OTRAS ACTIVIDADES DE SERVICIOS.|PICHINCHA|2628
2022|12 Diciembre|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|EL ORO|39
2022|01 Enero|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|GUAYAS|493
2022|01 Enero|F|CONSTRUCCIÓN.|COTOPAXI|16
2022|03 Marzo|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|CARCHI|10
2022|04 Abril|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|PASTAZA|1
2022|04 Abril|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|BOLIVAR|5
2022|04 Abril|F|CONSTRUCCIÓN.|LOJA|10
2022|05 Mayo|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|AZUAY|72
2022|03 Marzo|L|ACTIVIDADES INMOBILIARIAS.|NAPO|1
2022|04 Abril|J|INFORMACIÓN Y COMUNICACIÓN.|SANTA ELENA|5
2022|09 Septiembre|L|ACTIVIDADES INMOBILIARIAS.|CHIMBORAZO|15
2022|10 Octubre|H|TRANSPORTE Y ALMACENAMIENTO.|SANTO DOMINGO DE LOS TSACHILAS|16
2022|08 Agosto|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|EL ORO|58
2022|07 Julio|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|CHIMBORAZO|157
2022|07 Julio|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|TUNGURAHUA|26
2022|06 Junio|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|GUAYAS|130
2022|08 Agosto|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|TUNGURAHUA|39
2022|10 Octubre|D|SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.|GUAYAS|4
2022|08 Agosto|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|NAPO|48
2022|12 Diciembre|J|INFORMACIÓN Y COMUNICACIÓN.|PICHINCHA|48
2022|01 Enero|F|CONSTRUCCIÓN.|PASTAZA|16
2022|01 Enero|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|SANTO DOMINGO DE LOS TSACHILAS|5
2022|12 Diciembre|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|ESMERALDAS|194
2022|07 Julio|S|OTRAS ACTIVIDADES DE SERVICIOS.|LOJA|105
2022|05 Mayo|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|PASTAZA|18
2022|09 Septiembre|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|LOJA|8
2022|06 Junio|H|TRANSPORTE Y ALMACENAMIENTO.|CHIMBORAZO|14
2022|07 Julio|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|SANTO DOMINGO DE LOS TSACHILAS|254
2022|01 Enero|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|TUNGURAHUA|29
2022|07 Julio|P|ENSEÑANZA.|IMBABURA|18
2022|08 Agosto|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|PICHINCHA|154
2022|03 Marzo|B|EXPLOTACIÓN DE MINAS Y CANTERAS.|AZUAY|3
2022|05 Mayo|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|IMBABURA|48
2022|06 Junio|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|SUCUMBIOS|15
2022|01 Enero|F|CONSTRUCCIÓN.|ORELLANA|7
2022|08 Agosto|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|IMBABURA|19
2022|02 Febrero|K|ACTIVIDADES FINANCIERAS Y DE SEGUROS.|TUNGURAHUA|4
2022|02 Febrero|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|TUNGURAHUA|37
2022|09 Septiembre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|MANABI|357
2022|08 Agosto|P|ENSEÑANZA.|EL ORO|8
2022|02 Febrero|K|ACTIVIDADES FINANCIERAS Y DE SEGUROS.|COTOPAXI|3
2022|01 Enero|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|NAPO|8
2022|03 Marzo|C|INDUSTRIAS MANUFACTURERAS.|MORONA SANTIAGO|2
2022|07 Julio|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|CAÑAR|15
2022|07 Julio|S|OTRAS ACTIVIDADES DE SERVICIOS.|ORELLANA|69
2022|12 Diciembre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|SANTO DOMINGO DE LOS TSACHILAS|88
2022|07 Julio|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|LOJA|133
2022|12 Diciembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|AZUAY|48
2022|12 Diciembre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|LOJA|50
2022|12 Diciembre|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|LOJA|9
2022|03 Marzo|H|TRANSPORTE Y ALMACENAMIENTO.|MORONA SANTIAGO|5
2022|08 Agosto|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|CARCHI|23
2022|11 Noviembre|H|TRANSPORTE Y ALMACENAMIENTO.|ESMERALDAS|9
2022|10 Octubre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|SANTO DOMINGO DE LOS TSACHILAS|109
2022|01 Enero|L|ACTIVIDADES INMOBILIARIAS.|CHIMBORAZO|9
2022|02 Febrero|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|MORONA SANTIAGO|27
2022|02 Febrero|L|ACTIVIDADES INMOBILIARIAS.|SANTO DOMINGO DE LOS TSACHILAS|4
2022|06 Junio|B|EXPLOTACIÓN DE MINAS Y CANTERAS.|EL ORO|15
2022|12 Diciembre|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|PICHINCHA|56
2022|11 Noviembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|CAÑAR|21
2022|02 Febrero|H|TRANSPORTE Y ALMACENAMIENTO.|CHIMBORAZO|18
2022|08 Agosto|C|INDUSTRIAS MANUFACTURERAS.|TUNGURAHUA|67
2022|07 Julio|P|ENSEÑANZA.|CHIMBORAZO|12
2022|01 Enero|P|ENSEÑANZA.|ZAMORA CHINCHIPE|3
2022|08 Agosto|H|TRANSPORTE Y ALMACENAMIENTO.|MANABI|43
2022|08 Agosto|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|BOLIVAR|59
2022|06 Junio|S|OTRAS ACTIVIDADES DE SERVICIOS.|CARCHI|21
2022|11 Noviembre|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|ORELLANA|2
2022|07 Julio|B|EXPLOTACIÓN DE MINAS Y CANTERAS.|PICHINCHA|3
2022|05 Mayo|C|INDUSTRIAS MANUFACTURERAS.|LOJA|23
2022|05 Mayo|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|MANABI|31
2022|10 Octubre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|SANTO DOMINGO DE LOS TSACHILAS|38
2022|12 Diciembre|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|AZUAY|91
2022|08 Agosto|H|TRANSPORTE Y ALMACENAMIENTO.|LOS RIOS|15
2022|10 Octubre|C|INDUSTRIAS MANUFACTURERAS.|COTOPAXI|22
2022|11 Noviembre|F|CONSTRUCCIÓN.|PICHINCHA|97
2022|08 Agosto|S|OTRAS ACTIVIDADES DE SERVICIOS.|LOS RIOS|142
2022|06 Junio|F|CONSTRUCCIÓN.|PASTAZA|12
2022|12 Diciembre|S|OTRAS ACTIVIDADES DE SERVICIOS.|CARCHI|40
2022|08 Agosto|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|SANTO DOMINGO DE LOS TSACHILAS|12
2022|07 Julio|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|ZAMORA CHINCHIPE|14
2022|08 Agosto|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|LOJA|39
2022|11 Noviembre|P|ENSEÑANZA.|AZUAY|29
2022|07 Julio|H|TRANSPORTE Y ALMACENAMIENTO.|EL ORO|26
2022|06 Junio|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|COTOPAXI|5
2022|02 Febrero|F|CONSTRUCCIÓN.|LOJA|10
2022|11 Noviembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|ORELLANA|24
2022|09 Septiembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|CARCHI|18
2022|01 Enero|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|ZAMORA CHINCHIPE|33
2022|11 Noviembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|ESMERALDAS|26
2022|09 Septiembre|S|OTRAS ACTIVIDADES DE SERVICIOS.|NAPO|77
2022|10 Octubre|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|GUAYAS|66
2022|05 Mayo|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|LOS RIOS|10
2022|12 Diciembre|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|CARCHI|26
2022|06 Junio|C|INDUSTRIAS MANUFACTURERAS.|AZUAY|55
2022|07 Julio|S|OTRAS ACTIVIDADES DE SERVICIOS.|SUCUMBIOS|28
2022|12 Diciembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|IMBABURA|30
2022|01 Enero|H|TRANSPORTE Y ALMACENAMIENTO.|ORELLANA|6
2022|10 Octubre|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|SANTA ELENA|36
2022|10 Octubre|S|OTRAS ACTIVIDADES DE SERVICIOS.|ZAMORA CHINCHIPE|220
2022|08 Agosto|F|CONSTRUCCIÓN.|NAPO|24
2022|11 Noviembre|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|TUNGURAHUA|88
2022|02 Febrero|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|CARCHI|4
2022|07 Julio|B|EXPLOTACIÓN DE MINAS Y CANTERAS.|AZUAY|6
2022|06 Junio|S|OTRAS ACTIVIDADES DE SERVICIOS.|LOJA|77
2022|11 Noviembre|S|OTRAS ACTIVIDADES DE SERVICIOS.|BOLIVAR|43
2022|07 Julio|J|INFORMACIÓN Y COMUNICACIÓN.|PICHINCHA|62
2022|01 Enero|B|EXPLOTACIÓN DE MINAS Y CANTERAS.|EL ORO|7
2022|05 Mayo|P|ENSEÑANZA.|AZUAY|20
2022|05 Mayo|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|ORELLANA|7
2022|07 Julio|H|TRANSPORTE Y ALMACENAMIENTO.|IMBABURA|9
2022|08 Agosto|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|ZAMORA CHINCHIPE|8
2022|06 Junio|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|CAÑAR|1
2022|07 Julio|D|SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.|EL ORO|2
2022|08 Agosto|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|PASTAZA|11
2022|08 Agosto|L|ACTIVIDADES INMOBILIARIAS.|EL ORO|16
2022|07 Julio|T|ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.|GUAYAS|8
2022|08 Agosto|P|ENSEÑANZA.|CARCHI|3
2022|08 Agosto|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|SANTA ELENA|4
2022|07 Julio|L|ACTIVIDADES INMOBILIARIAS.|IMBABURA|4
2022|08 Agosto|T|ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.|CARCHI|1
2022|08 Agosto|C|INDUSTRIAS MANUFACTURERAS.|CAÑAR|11
2022|02 Febrero|K|ACTIVIDADES FINANCIERAS Y DE SEGUROS.|MANABI|1
2022|05 Mayo|P|ENSEÑANZA.|PASTAZA|1
2022|07 Julio|T|ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.|COTOPAXI|1
2022|08 Agosto|J|INFORMACIÓN Y COMUNICACIÓN.|SANTO DOMINGO DE LOS TSACHILAS|4
2022|08 Agosto|J|INFORMACIÓN Y COMUNICACIÓN.|CARCHI|1
2022|07 Julio|E|DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.|LOJA|1
2022|08 Agosto|E|DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.|MANABI|2
2022|08 Agosto|J|INFORMACIÓN Y COMUNICACIÓN.|GALAPAGOS|1
2022|05 Mayo|P|ENSEÑANZA.|GALAPAGOS|1
2022|08 Agosto|T|ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.|ZAMORA CHINCHIPE|1
2022|07 Julio|D|SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.|PASTAZA|1
2022|08 Agosto|E|DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.|SANTO DOMINGO DE LOS TSACHILAS|1
2022|05 Mayo|O|ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.|EL ORO|1
2022|05 Mayo|K|ACTIVIDADES FINANCIERAS Y DE SEGUROS.|CARCHI|1
2022|09 Septiembre|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|PASTAZA|35
2022|09 Septiembre|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|MANABI|43
2022|09 Septiembre|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|IMBABURA|24
2022|09 Septiembre|P|ENSEÑANZA.|SANTA ELENA|11
2022|09 Septiembre|C|INDUSTRIAS MANUFACTURERAS.|COTOPAXI|29
2022|09 Septiembre|F|CONSTRUCCIÓN.|SANTO DOMINGO DE LOS TSACHILAS|15
2022|09 Septiembre|C|INDUSTRIAS MANUFACTURERAS.|PASTAZA|12
2022|09 Septiembre|H|TRANSPORTE Y ALMACENAMIENTO.|ORELLANA|8
2022|09 Septiembre|C|INDUSTRIAS MANUFACTURERAS.|LOJA|19
2022|09 Septiembre|C|INDUSTRIAS MANUFACTURERAS.|GALAPAGOS|2
2022|09 Septiembre|H|TRANSPORTE Y ALMACENAMIENTO.|SANTA ELENA|8
2022|09 Septiembre|H|TRANSPORTE Y ALMACENAMIENTO.|PASTAZA|1
2022|09 Septiembre|P|ENSEÑANZA.|MANABI|30
2022|09 Septiembre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|MORONA SANTIAGO|23
2022|09 Septiembre|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|SANTO DOMINGO DE LOS TSACHILAS|10
2022|09 Septiembre|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|ESMERALDAS|13
2022|09 Septiembre|P|ENSEÑANZA.|ESMERALDAS|8
