DFC_ANIO_PK;DFC_DESCRIPCION_MES;CODIGO_OPERA_FAMILIA;DESCRIPCION_FAMILIA;DESCRIPCION_PROVINCIA;COUNT(O667410.NUMERO_RUC)
2018;02 Febrero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";LOS RIOS;297
2018;01 Enero;S;OTRAS ACTIVIDADES DE SERVICIOS.;BOLIVAR;67
2018;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;ESMERALDAS;41
2018;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CHIMBORAZO;10
2018;02 Febrero;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";MANABI;3
2018;02 Febrero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;CAÑAR;4
2018;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;ORELLANA;4
2018;02 Febrero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOS RIOS;47
2018;01 Enero;P;ENSEÑANZA.;LOJA;14
2018;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;MANABI;30
2018;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;LOJA;13
2018;01 Enero;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;GUAYAS;5
2018;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;ZAMORA CHINCHIPE;12
2018;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;MORONA SANTIAGO;3
2018;01 Enero;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;CAÑAR;1
2018;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;IMBABURA;9
2018;01 Enero;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;IMBABURA;1
2018;01 Enero;H;TRANSPORTE Y ALMACENAMIENTO.;NAPO;4
2018;01 Enero;H;TRANSPORTE Y ALMACENAMIENTO.;ORELLANA;7
2018;02 Febrero;C;INDUSTRIAS MANUFACTURERAS.;CHIMBORAZO;27
2018;02 Febrero;P;ENSEÑANZA.;TUNGURAHUA;14
2018;02 Febrero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTA ELENA;126
2018;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MANABI;27
2018;02 Febrero;P;ENSEÑANZA.;PASTAZA;4
2018;02 Febrero;F;CONSTRUCCIÓN.;PICHINCHA;108
2018;01 Enero;P;ENSEÑANZA.;MORONA SANTIAGO;2
2018;01 Enero;NO TIENE;;GUAYAS;1
2018;01 Enero;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";CAÑAR;3
2018;01 Enero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";SUCUMBIOS;11
2018;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;NAPO;3
2018;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;LOS RIOS;8
2018;02 Febrero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;EL ORO;46
2018;02 Febrero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ESMERALDAS;273
2018;01 Enero;P;ENSEÑANZA.;GALAPAGOS;3
2018;02 Febrero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CAÑAR;14
2018;02 Febrero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CARCHI;51
2018;01 Enero;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;MANABI;1
2018;02 Febrero;J;INFORMACIÓN Y COMUNICACIÓN.;ESMERALDAS;12
2018;02 Febrero;C;INDUSTRIAS MANUFACTURERAS.;SANTA ELENA;30
2018;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;BOLIVAR;2
2018;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;MORONA SANTIAGO;1
2018;01 Enero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;MORONA SANTIAGO;2
2018;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;BOLIVAR;2
2018;02 Febrero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ZAMORA CHINCHIPE;8
2018;02 Febrero;H;TRANSPORTE Y ALMACENAMIENTO.;SUCUMBIOS;9
2018;02 Febrero;F;CONSTRUCCIÓN.;ORELLANA;5
2018;02 Febrero;S;OTRAS ACTIVIDADES DE SERVICIOS.;ORELLANA;40
2018;02 Febrero;S;OTRAS ACTIVIDADES DE SERVICIOS.;MORONA SANTIAGO;26
2018;02 Febrero;H;TRANSPORTE Y ALMACENAMIENTO.;BOLIVAR;12
2018;01 Enero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MORONA SANTIAGO;1
2018;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;GUAYAS;439
2018;03 Marzo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;LOS RIOS;265
2018;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ESMERALDAS;23
2018;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;TUNGURAHUA;210
2018;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;LOJA;32
2018;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SUCUMBIOS;98
2018;04 Abril;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CHIMBORAZO;54
2018;04 Abril;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";COTOPAXI;146
2018;04 Abril;J;INFORMACIÓN Y COMUNICACIÓN.;SANTO DOMINGO DE LOS TSACHILAS;9
2018;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;MANABI;150
2018;04 Abril;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;BOLIVAR;14
2018;04 Abril;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;LOS RIOS;31
2018;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;LOS RIOS;102
2018;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;CARCHI;40
2018;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CAÑAR;89
2018;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;CAÑAR;45
2018;03 Marzo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTO DOMINGO DE LOS TSACHILAS;129
2018;04 Abril;P;ENSEÑANZA.;CHIMBORAZO;12
2018;03 Marzo;F;CONSTRUCCIÓN.;AZUAY;36
2018;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SANTO DOMINGO DE LOS TSACHILAS;37
2018;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTA ELENA;19
2018;04 Abril;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CHIMBORAZO;16
2018;04 Abril;L;ACTIVIDADES INMOBILIARIAS.;COTOPAXI;9
2018;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";LOJA;173
2018;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;CAÑAR;23
2018;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";IMBABURA;188
2018;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ORELLANA;44
2018;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";LOJA;182
2018;04 Abril;F;CONSTRUCCIÓN.;PASTAZA;11
2018;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ESMERALDAS;240
2018;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CARCHI;67
2018;05 Mayo;S;OTRAS ACTIVIDADES DE SERVICIOS.;PICHINCHA;1525
2018;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;SANTA ELENA;15
2018;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ESMERALDAS;215
2018;02 Febrero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTO DOMINGO DE LOS TSACHILAS;12
2018;02 Febrero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ORELLANA;33
2018;04 Abril;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";PASTAZA;49
2018;04 Abril;P;ENSEÑANZA.;ESMERALDAS;13
2018;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;TUNGURAHUA;9
2018;04 Abril;L;ACTIVIDADES INMOBILIARIAS.;EL ORO;8
2018;05 Mayo;P;ENSEÑANZA.;CHIMBORAZO;13
2018;05 Mayo;L;ACTIVIDADES INMOBILIARIAS.;ESMERALDAS;4
2018;02 Febrero;F;CONSTRUCCIÓN.;BOLIVAR;7
2018;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SUCUMBIOS;14
2018;04 Abril;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ZAMORA CHINCHIPE;52
2018;04 Abril;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;GUAYAS;1
2018;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;IMBABURA;18
2018;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;EL ORO;100
2018;03 Marzo;P;ENSEÑANZA.;SUCUMBIOS;3
2018;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;SANTA ELENA;35
2018;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTA ELENA;158
2018;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOS RIOS;64
2018;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;AZUAY;5
2018;03 Marzo;F;CONSTRUCCIÓN.;COTOPAXI;18
2018;05 Mayo;F;CONSTRUCCIÓN.;TUNGURAHUA;57
2018;05 Mayo;H;TRANSPORTE Y ALMACENAMIENTO.;GALAPAGOS;4
2018;02 Febrero;P;ENSEÑANZA.;SANTO DOMINGO DE LOS TSACHILAS;9
2018;03 Marzo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;EL ORO;73
2018;04 Abril;F;CONSTRUCCIÓN.;ESMERALDAS;39
2018;04 Abril;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;GALAPAGOS;5
2018;04 Abril;J;INFORMACIÓN Y COMUNICACIÓN.;MANABI;17
2018;04 Abril;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;IMBABURA;16
2018;04 Abril;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;NAPO;3
2018;05 Mayo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MANABI;32
2018;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;MORONA SANTIAGO;34
2018;05 Mayo;H;TRANSPORTE Y ALMACENAMIENTO.;LOS RIOS;42
2018;02 Febrero;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTA ELENA;24
2018;04 Abril;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;BOLIVAR;1
2018;04 Abril;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;IMBABURA;15
2018;05 Mayo;P;ENSEÑANZA.;IMBABURA;20
2018;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;GALAPAGOS;10
2018;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CARCHI;4
2018;04 Abril;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";PICHINCHA;10
2018;04 Abril;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;TUNGURAHUA;15
2018;04 Abril;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;MORONA SANTIAGO;3
2018;05 Mayo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;PICHINCHA;96
2018;03 Marzo;C;INDUSTRIAS MANUFACTURERAS.;CHIMBORAZO;38
2018;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;ORELLANA;17
2018;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CARCHI;43
2018;04 Abril;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;PASTAZA;13
2018;03 Marzo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;COTOPAXI;16
2018;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;EL ORO;45
2018;05 Mayo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ESMERALDAS;11
2018;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ESMERALDAS;49
2018;05 Mayo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";GUAYAS;54
2018;04 Abril;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";AZUAY;6
2018;02 Febrero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;MORONA SANTIAGO;6
2018;04 Abril;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;COTOPAXI;1
2018;04 Abril;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;TUNGURAHUA;11
2018;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;ESMERALDAS;10
2018;05 Mayo;F;CONSTRUCCIÓN.;ORELLANA;5
2018;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;COTOPAXI;34
2018;03 Marzo;P;ENSEÑANZA.;ZAMORA CHINCHIPE;2
2018;04 Abril;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CAÑAR;5
2018;02 Febrero;P;ENSEÑANZA.;SANTA ELENA;11
2018;05 Mayo;J;INFORMACIÓN Y COMUNICACIÓN.;ESMERALDAS;8
2018;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;LOJA;14
2018;03 Marzo;P;ENSEÑANZA.;CARCHI;3
2018;04 Abril;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";TUNGURAHUA;2
2018;02 Febrero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SANTA ELENA;3
2018;03 Marzo;C;INDUSTRIAS MANUFACTURERAS.;ESMERALDAS;31
2018;05 Mayo;L;ACTIVIDADES INMOBILIARIAS.;SANTO DOMINGO DE LOS TSACHILAS;11
2018;02 Febrero;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;LOJA;1
2018;04 Abril;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";LOJA;2
2018;05 Mayo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";SANTO DOMINGO DE LOS TSACHILAS;4
2018;05 Mayo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;NAPO;2
2018;05 Mayo;C;INDUSTRIAS MANUFACTURERAS.;BOLIVAR;13
2018;05 Mayo;J;INFORMACIÓN Y COMUNICACIÓN.;COTOPAXI;6
2018;04 Abril;L;ACTIVIDADES INMOBILIARIAS.;CAÑAR;6
2018;03 Marzo;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;PICHINCHA;1
2018;02 Febrero;P;ENSEÑANZA.;IMBABURA;7
2018;02 Febrero;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;LOJA;1
2018;04 Abril;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CHIMBORAZO;7
2018;03 Marzo;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;GUAYAS;2
2018;03 Marzo;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";COTOPAXI;6
2018;02 Febrero;P;ENSEÑANZA.;SUCUMBIOS;3
2018;02 Febrero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";LOJA;2
2018;02 Febrero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;LOS RIOS;5
