DFC_ANIO_PK|DFC_DESCRIPCION_MES|CODIGO_OPERA_FAMILIA|DESCRIPCION_FAMILIA|DESCRIPCION_PROVINCIA|TOTAL
2022|04 Abril|C|INDUSTRIAS MANUFACTURERAS.|PICHINCHA|595
2022|03 Marzo|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|CARCHI|114
2022|11 Noviembre|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|BOLIVAR|33
2022|04 Abril|L|ACTIVIDADES INMOBILIARIAS.|GUAYAS|220
2022|08 Agosto|L|ACTIVIDADES INMOBILIARIAS.|PICHINCHA|287
2022|03 Marzo|L|ACTIVIDADES INMOBILIARIAS.|GUAYAS|481
2022|09 Septiembre|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|MANABI|22
2022|04 Abril|S|OTRAS ACTIVIDADES DE SERVICIOS.|CHIMBORAZO|71
2022|03 Marzo|S|OTRAS ACTIVIDADES DE SERVICIOS.|CHIMBORAZO|133
2022|03 Marzo|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|GUAYAS|345
2022|08 Agosto|S|OTRAS ACTIVIDADES DE SERVICIOS.|ORELLANA|28
2022|12 Diciembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|GUAYAS|306
2022|01 Enero|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|LOS RIOS|51
2022|08 Agosto|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|MANABI|340
2022|05 Mayo|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|PASTAZA|20
2022|07 Julio|S|OTRAS ACTIVIDADES DE SERVICIOS.|BOLIVAR|17
2022|08 Agosto|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|ZAMORA CHINCHIPE|36
2022|12 Diciembre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|CHIMBORAZO|113
2022|07 Julio|S|OTRAS ACTIVIDADES DE SERVICIOS.|MANABI|152
2022|07 Julio|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|PASTAZA|19
2022|05 Mayo|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|LOS RIOS|185
2022|12 Diciembre|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|AZUAY|197
2022|05 Mayo|F|CONSTRUCCIÓN.|GUAYAS|128
2022|01 Enero|P|ENSEÑANZA.|GUAYAS|176
2022|08 Agosto|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|BOLIVAR|69
2022|10 Octubre|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|GUAYAS|379
2022|01 Enero|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|MANABI|146
2022|07 Julio|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|COTOPAXI|6
2022|12 Diciembre|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|EL ORO|113
2022|04 Abril|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|LOS RIOS|52
2022|02 Febrero|L|ACTIVIDADES INMOBILIARIAS.|TUNGURAHUA|32
2022|07 Julio|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|TUNGURAHUA|222
2022|03 Marzo|C|INDUSTRIAS MANUFACTURERAS.|CAÑAR|53
2022|03 Marzo|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|CHIMBORAZO|89
2022|04 Abril|K|ACTIVIDADES FINANCIERAS Y DE SEGUROS.|GUAYAS|23
2022|08 Agosto|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|EL ORO|45
2022|07 Julio|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|CHIMBORAZO|122
2022|03 Marzo|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|TUNGURAHUA|129
2022|07 Julio|V|SIN ACTIVIDAD ECONOMICA - CIIU|EL ORO|21
2022|08 Agosto|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|EL ORO|79
2022|09 Septiembre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|MORONA SANTIAGO|26
2022|03 Marzo|P|ENSEÑANZA.|TUNGURAHUA|48
2022|08 Agosto|S|OTRAS ACTIVIDADES DE SERVICIOS.|PASTAZA|47
2022|08 Agosto|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|NAPO|39
2022|05 Mayo|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|LOJA|95
2022|12 Diciembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|NAPO|20
2022|07 Julio|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|SANTA ELENA|14
2022|08 Agosto|F|CONSTRUCCIÓN.|GUAYAS|140
2022|04 Abril|P|ENSEÑANZA.|MANABI|67
2022|08 Agosto|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|ZAMORA CHINCHIPE|4
2022|04 Abril|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|EL ORO|90
2022|05 Mayo|S|OTRAS ACTIVIDADES DE SERVICIOS.|SUCUMBIOS|26
2022|06 Junio|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|SUCUMBIOS|24
2022|10 Octubre|S|OTRAS ACTIVIDADES DE SERVICIOS.|ZAMORA CHINCHIPE|25
2022|09 Septiembre|C|INDUSTRIAS MANUFACTURERAS.|COTOPAXI|22
2022|12 Diciembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|SANTO DOMINGO DE LOS TSACHILAS|63
2022|04 Abril|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|CARCHI|28
2022|07 Julio|S|OTRAS ACTIVIDADES DE SERVICIOS.|LOJA|45
2022|09 Septiembre|H|TRANSPORTE Y ALMACENAMIENTO.|ORELLANA|8
2022|02 Febrero|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|MORONA SANTIAGO|26
2022|05 Mayo|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|IMBABURA|47
2022|08 Agosto|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|LOS RIOS|11
2022|12 Diciembre|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|PICHINCHA|104
2022|11 Noviembre|H|TRANSPORTE Y ALMACENAMIENTO.|LOJA|56
2022|12 Diciembre|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|LOJA|21
2022|08 Agosto|C|INDUSTRIAS MANUFACTURERAS.|TUNGURAHUA|62
2022|11 Noviembre|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|MORONA SANTIAGO|30
2022|05 Mayo|C|INDUSTRIAS MANUFACTURERAS.|NAPO|13
2022|03 Marzo|L|ACTIVIDADES INMOBILIARIAS.|ESMERALDAS|36
2022|11 Noviembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|BOLIVAR|15
2022|02 Febrero|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|SUCUMBIOS|4
2022|10 Octubre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|NAPO|30
2022|05 Mayo|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|MANABI|28
2022|11 Noviembre|V|SIN ACTIVIDAD ECONOMICA - CIIU|GUAYAS|22
2022|09 Septiembre|T|ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.|PICHINCHA|6
2022|02 Febrero|K|ACTIVIDADES FINANCIERAS Y DE SEGUROS.|GUAYAS|15
2022|08 Agosto|J|INFORMACIÓN Y COMUNICACIÓN.|EL ORO|6
2022|09 Septiembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|CARCHI|10
2022|08 Agosto|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|CARCHI|10
2022|05 Mayo|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|LOS RIOS|4
2022|10 Octubre|F|CONSTRUCCIÓN.|BOLIVAR|12
2022|09 Septiembre|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|ESMERALDAS|7
2022|04 Abril|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|CARCHI|4
2022|04 Abril|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|COTOPAXI|10
2022|11 Noviembre|H|TRANSPORTE Y ALMACENAMIENTO.|SANTA ELENA|22
2022|01 Enero|C|INDUSTRIAS MANUFACTURERAS.|CARCHI|16
2022|10 Octubre|B|EXPLOTACIÓN DE MINAS Y CANTERAS.|COTOPAXI|1
2022|10 Octubre|L|ACTIVIDADES INMOBILIARIAS.|BOLIVAR|8
2022|10 Octubre|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|NAPO|5
2022|10 Octubre|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|NAPO|4
2022|03 Marzo|B|EXPLOTACIÓN DE MINAS Y CANTERAS.|COTOPAXI|3
2022|08 Agosto|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|SANTA ELENA|7
2022|01 Enero|H|TRANSPORTE Y ALMACENAMIENTO.|ORELLANA|6
2022|06 Junio|V|SIN ACTIVIDAD ECONOMICA - CIIU|ESMERALDAS|6
2022|12 Diciembre|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|SUCUMBIOS|3
2022|10 Octubre|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|GALAPAGOS|4
2022|12 Diciembre|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|BOLIVAR|3
2022|02 Febrero|C|INDUSTRIAS MANUFACTURERAS.|MORONA SANTIAGO|7
2022|02 Febrero|J|INFORMACIÓN Y COMUNICACIÓN.|EL ORO|7
2022|10 Octubre|X|BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO|CHIMBORAZO|2
2022|10 Octubre|D|SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.|GUAYAS|10
2022|08 Agosto|P|ENSEÑANZA.|CARCHI|6
2022|06 Junio|L|ACTIVIDADES INMOBILIARIAS.|CARCHI|4
2022|06 Junio|J|INFORMACIÓN Y COMUNICACIÓN.|CHIMBORAZO|4
2022|10 Octubre|V|SIN ACTIVIDAD ECONOMICA - CIIU|PASTAZA|1
2022|11 Noviembre|W|BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO|GUAYAS|6
2022|09 Septiembre|C|INDUSTRIAS MANUFACTURERAS.|PASTAZA|8
2022|04 Abril|J|INFORMACIÓN Y COMUNICACIÓN.|MORONA SANTIAGO|2
2022|06 Junio|J|INFORMACIÓN Y COMUNICACIÓN.|CAÑAR|2
2022|07 Julio|C|INDUSTRIAS MANUFACTURERAS.|NAPO|6
2022|05 Mayo|L|ACTIVIDADES INMOBILIARIAS.|CARCHI|2
2022|05 Mayo|X|BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO|TUNGURAHUA|2
2022|12 Diciembre|T|ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.|AZUAY|1
2022|03 Marzo|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|ZAMORA CHINCHIPE|3
2022|03 Marzo|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|GALAPAGOS|3
2022|03 Marzo|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|MORONA SANTIAGO|3
2022|08 Agosto|P|ENSEÑANZA.|CAÑAR|3
2022|06 Junio|O|ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.|ZAMORA CHINCHIPE|1
2022|11 Noviembre|T|ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.|SANTA ELENA|1
2022|08 Agosto|F|CONSTRUCCIÓN.|NAPO|11
2022|08 Agosto|J|INFORMACIÓN Y COMUNICACIÓN.|SANTO DOMINGO DE LOS TSACHILAS|7
2022|04 Abril|X|BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO|IMBABURA|1
2022|06 Junio|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|ZAMORA CHINCHIPE|5
2022|02 Febrero|J|INFORMACIÓN Y COMUNICACIÓN.|BOLIVAR|1
2022|02 Febrero|T|ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.|EL ORO|6
2022|07 Julio|J|INFORMACIÓN Y COMUNICACIÓN.|COTOPAXI|2
2022|11 Noviembre|B|EXPLOTACIÓN DE MINAS Y CANTERAS.|COTOPAXI|2
2022|01 Enero|V|SIN ACTIVIDAD ECONOMICA - CIIU|SANTA ELENA|1
2022|08 Agosto|J|INFORMACIÓN Y COMUNICACIÓN.|GALAPAGOS|1
2022|02 Febrero|O|ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.|AZUAY|1
2022|06 Junio|J|INFORMACIÓN Y COMUNICACIÓN.|AZUAY|5
2022|02 Febrero|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|LOS RIOS|7
2022|03 Marzo|T|ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.|MORONA SANTIAGO|2
2022|10 Octubre|D|SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.|TUNGURAHUA|2
2022|07 Julio|K|ACTIVIDADES FINANCIERAS Y DE SEGUROS.|GUAYAS|17
2022|02 Febrero|P|ENSEÑANZA.|NAPO|2
2022|11 Noviembre|J|INFORMACIÓN Y COMUNICACIÓN.|SUCUMBIOS|2
2022|01 Enero|T|ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.|LOS RIOS|3
2022|11 Noviembre|J|INFORMACIÓN Y COMUNICACIÓN.|NAPO|1
2022|04 Abril|O|ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.|TUNGURAHUA|1
2022|12 Diciembre|X|BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO|ZAMORA CHINCHIPE|2
2022|10 Octubre|E|DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.|CAÑAR|2
2022|04 Abril|X|BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO|ESMERALDAS|1
2022|12 Diciembre|J|INFORMACIÓN Y COMUNICACIÓN.|SANTA ELENA|1
2022|08 Agosto|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|EL ORO|5
2022|08 Agosto|E|DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.|PICHINCHA|3
2022|06 Junio|O|ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.|CAÑAR|1
2022|02 Febrero|N|ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.|CARCHI|2
2022|02 Febrero|X|BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO|PASTAZA|1
2022|10 Octubre|K|ACTIVIDADES FINANCIERAS Y DE SEGUROS.|SANTO DOMINGO DE LOS TSACHILAS|2
2022|11 Noviembre|X|BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO|AZUAY|1
2022|12 Diciembre|O|ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.|EL ORO|1
2022|05 Mayo|P|ENSEÑANZA.|GALAPAGOS|1
2022|05 Mayo|P|ENSEÑANZA.|MORONA SANTIAGO|1
2022|06 Junio|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|IMBABURA|4
2022|10 Octubre|X|BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO|LOS RIOS|1
2022|11 Noviembre|D|SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.|MANABI|3
2022|02 Febrero|K|ACTIVIDADES FINANCIERAS Y DE SEGUROS.|COTOPAXI|1
2022|05 Mayo|O|ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.|AZUAY|3
2022|07 Julio|O|ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.|CARCHI|1
2022|03 Marzo|O|ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.|COTOPAXI|2
2022|01 Enero|O|ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.|LOS RIOS|1
2022|10 Octubre|E|DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.|COTOPAXI|2
2022|08 Agosto|E|DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.|COTOPAXI|4
2022|08 Agosto|E|DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.|SANTO DOMINGO DE LOS TSACHILAS|1
2022|09 Septiembre|O|ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.|COTOPAXI|1
2022|07 Julio|B|EXPLOTACIÓN DE MINAS Y CANTERAS.|PICHINCHA|4
2022|07 Julio|B|EXPLOTACIÓN DE MINAS Y CANTERAS.|AZUAY|2
2022|10 Octubre|D|SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.|SANTO DOMINGO DE LOS TSACHILAS|3
2022|12 Diciembre|D|SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.|LOJA|1
2022|07 Julio|D|SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.|EL ORO|2
2022|07 Julio|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|PICHINCHA|243
2022|06 Junio|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|LOJA|85
2022|01 Enero|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|MANABI|1017
2022|11 Noviembre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|LOS RIOS|276
2022|06 Junio|K|ACTIVIDADES FINANCIERAS Y DE SEGUROS.|GUAYAS|25
2022|02 Febrero|P|ENSEÑANZA.|EL ORO|10
2022|07 Julio|P|ENSEÑANZA.|GUAYAS|192
2022|10 Octubre|H|TRANSPORTE Y ALMACENAMIENTO.|CAÑAR|34
2022|11 Noviembre|V|SIN ACTIVIDAD ECONOMICA - CIIU|EL ORO|20
2022|11 Noviembre|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|EL ORO|166
2022|03 Marzo|S|OTRAS ACTIVIDADES DE SERVICIOS.|PASTAZA|85
2022|08 Agosto|H|TRANSPORTE Y ALMACENAMIENTO.|SUCUMBIOS|14
2022|07 Julio|H|TRANSPORTE Y ALMACENAMIENTO.|MANABI|96
2022|10 Octubre|P|ENSEÑANZA.|CHIMBORAZO|36
2022|04 Abril|V|SIN ACTIVIDAD ECONOMICA - CIIU|AZUAY|18
2022|12 Diciembre|A|AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.|ZAMORA CHINCHIPE|55
2022|11 Noviembre|S|OTRAS ACTIVIDADES DE SERVICIOS.|ZAMORA CHINCHIPE|14
2022|12 Diciembre|S|OTRAS ACTIVIDADES DE SERVICIOS.|CAÑAR|43
2022|08 Agosto|H|TRANSPORTE Y ALMACENAMIENTO.|IMBABURA|31
2022|11 Noviembre|J|INFORMACIÓN Y COMUNICACIÓN.|PICHINCHA|48
2022|02 Febrero|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|LOS RIOS|128
2022|07 Julio|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|BOLIVAR|14
2022|08 Agosto|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|TUNGURAHUA|40
2022|12 Diciembre|R|ARTES, ENTRETENIMIENTO Y RECREACIÓN.|AZUAY|17
2022|02 Febrero|P|ENSEÑANZA.|PASTAZA|3
2022|12 Diciembre|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|SANTO DOMINGO DE LOS TSACHILAS|17
2022|10 Octubre|L|ACTIVIDADES INMOBILIARIAS.|ZAMORA CHINCHIPE|8
2022|08 Agosto|L|ACTIVIDADES INMOBILIARIAS.|CHIMBORAZO|20
2022|08 Agosto|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|COTOPAXI|30
2022|02 Febrero|M|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.|MANABI|110
2022|01 Enero|Q|ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.|TUNGURAHUA|24
2022|12 Diciembre|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|ZAMORA CHINCHIPE|67
2022|12 Diciembre|I|ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.|ORELLANA|24
2022|11 Noviembre|F|CONSTRUCCIÓN.|CARCHI|9
2022|01 Enero|G|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.|ESMERALDAS|250
