DFC_ANIO_PK;DFC_DESCRIPCION_MES;CODIGO_OPERA_FAMILIA;DESCRIPCION_FAMILIA;DESCRIPCION_PROVINCIA;COUNT(O667410.NUMERO_RUC)
2017;01 Enero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";AZUAY;262
2017;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ZAMORA CHINCHIPE;6
2017;07 Julio;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";PICHINCHA;1057
2017;12 Diciembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;AZUAY;45
2017;06 Junio;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;GUAYAS;92
2017;05 Mayo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PICHINCHA;518
2017;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;CAÑAR;28
2017;01 Enero;H;TRANSPORTE Y ALMACENAMIENTO.;TUNGURAHUA;34
2017;11 Noviembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;MANABI;792
2017;11 Noviembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PICHINCHA;1417
2017;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;GUAYAS;463
2017;06 Junio;S;OTRAS ACTIVIDADES DE SERVICIOS.;ESMERALDAS;44
2017;08 Agosto;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PICHINCHA;525
2017;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;LOS RIOS;107
2017;09 Septiembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;MORONA SANTIAGO;51
2017;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CARCHI;58
2017;05 Mayo;F;CONSTRUCCIÓN.;ORELLANA;9
2017;08 Agosto;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;AZUAY;28
2017;05 Mayo;H;TRANSPORTE Y ALMACENAMIENTO.;COTOPAXI;79
2017;05 Mayo;S;OTRAS ACTIVIDADES DE SERVICIOS.;PICHINCHA;1042
2017;12 Diciembre;L;ACTIVIDADES INMOBILIARIAS.;PICHINCHA;87
2017;01 Enero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;MANABI;47
2017;08 Agosto;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";MORONA SANTIAGO;48
2017;12 Diciembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;GUAYAS;389
2017;11 Noviembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;PICHINCHA;2033
2017;09 Septiembre;C;INDUSTRIAS MANUFACTURERAS.;PICHINCHA;241
2017;08 Agosto;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GUAYAS;219
2017;06 Junio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MORONA SANTIAGO;6
2017;09 Septiembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;PICHINCHA;158
2017;02 Febrero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;PICHINCHA;254
2017;01 Enero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ESMERALDAS;199
2017;11 Noviembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;COTOPAXI;4594
2017;01 Enero;H;TRANSPORTE Y ALMACENAMIENTO.;CAÑAR;15
2017;01 Enero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CAÑAR;10
2017;01 Enero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;CAÑAR;4
2017;06 Junio;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;MORONA SANTIAGO;2
2017;12 Diciembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";PICHINCHA;843
2017;02 Febrero;F;CONSTRUCCIÓN.;ESMERALDAS;20
2017;02 Febrero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;EL ORO;8
2017;02 Febrero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;LOS RIOS;163
2017;02 Febrero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ESMERALDAS;36
2017;02 Febrero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;GUAYAS;67
2017;02 Febrero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;SANTA ELENA;25
2017;02 Febrero;F;CONSTRUCCIÓN.;SUCUMBIOS;6
2017;02 Febrero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;LOS RIOS;9
2017;02 Febrero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ZAMORA CHINCHIPE;30
2017;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;GUAYAS;321
2017;01 Enero;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTO DOMINGO DE LOS TSACHILAS;217
2017;02 Febrero;P;ENSEÑANZA.;CAÑAR;2
2017;02 Febrero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOS RIOS;32
2017;02 Febrero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTA ELENA;12
2017;02 Febrero;C;INDUSTRIAS MANUFACTURERAS.;SANTA ELENA;26
2017;02 Febrero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CAÑAR;14
2017;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;SANTA ELENA;4
2017;02 Febrero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";TUNGURAHUA;160
2017;02 Febrero;S;OTRAS ACTIVIDADES DE SERVICIOS.;IMBABURA;89
2017;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;PICHINCHA;57
2017;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;CHIMBORAZO;14
2017;01 Enero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOS RIOS;47
2017;02 Febrero;S;OTRAS ACTIVIDADES DE SERVICIOS.;CHIMBORAZO;26
2017;02 Febrero;F;CONSTRUCCIÓN.;NAPO;16
2017;02 Febrero;F;CONSTRUCCIÓN.;SANTO DOMINGO DE LOS TSACHILAS;20
2017;02 Febrero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;LOJA;46
2017;01 Enero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";SANTO DOMINGO DE LOS TSACHILAS;1
2017;01 Enero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;IMBABURA;47
2017;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;LOJA;8
2017;01 Enero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;MANABI;172
2017;01 Enero;H;TRANSPORTE Y ALMACENAMIENTO.;MANABI;57
2017;01 Enero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;NAPO;44
2017;02 Febrero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ORELLANA;40
2017;02 Febrero;J;INFORMACIÓN Y COMUNICACIÓN.;PASTAZA;2
2017;01 Enero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;TUNGURAHUA;56
2017;01 Enero;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;TUNGURAHUA;1
2017;02 Febrero;H;TRANSPORTE Y ALMACENAMIENTO.;TUNGURAHUA;32
2017;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;CARCHI;6
2017;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;LOJA;24
2017;01 Enero;S;OTRAS ACTIVIDADES DE SERVICIOS.;SUCUMBIOS;32
2017;01 Enero;H;TRANSPORTE Y ALMACENAMIENTO.;COTOPAXI;36
2017;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;GUAYAS;77
2017;01 Enero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CARCHI;51
2017;01 Enero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CARCHI;45
2017;01 Enero;P;ENSEÑANZA.;GUAYAS;78
2017;01 Enero;P;ENSEÑANZA.;SANTO DOMINGO DE LOS TSACHILAS;10
2017;02 Febrero;S;OTRAS ACTIVIDADES DE SERVICIOS.;BOLIVAR;11
2017;02 Febrero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";SANTA ELENA;1
2017;02 Febrero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;IMBABURA;9
2017;01 Enero;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;GUAYAS;18
2017;02 Febrero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;CAÑAR;4
2017;02 Febrero;C;INDUSTRIAS MANUFACTURERAS.;CARCHI;7
2017;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;ESMERALDAS;32
2017;01 Enero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";NAPO;44
2017;02 Febrero;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;LOJA;2
2017;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;COTOPAXI;10
2017;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;SANTO DOMINGO DE LOS TSACHILAS;12
2017;01 Enero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";GALAPAGOS;16
2017;02 Febrero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CARCHI;4
2017;01 Enero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;TUNGURAHUA;42
2017;02 Febrero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MORONA SANTIAGO;1
2017;02 Febrero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;COTOPAXI;10
2017;02 Febrero;H;TRANSPORTE Y ALMACENAMIENTO.;SUCUMBIOS;9
2017;01 Enero;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;MANABI;2
2017;01 Enero;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;EL ORO;9
2017;03 Marzo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ORELLANA;42
2017;03 Marzo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;TUNGURAHUA;71
2017;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";LOS RIOS;301
2017;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;IMBABURA;9
2017;03 Marzo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CARCHI;66
2017;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";MANABI;647
2017;03 Marzo;F;CONSTRUCCIÓN.;CARCHI;5
2017;03 Marzo;C;INDUSTRIAS MANUFACTURERAS.;COTOPAXI;43
2017;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";COTOPAXI;129
2017;02 Febrero;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";AZUAY;2
2017;03 Marzo;P;ENSEÑANZA.;PICHINCHA;143
2017;03 Marzo;L;ACTIVIDADES INMOBILIARIAS.;CHIMBORAZO;13
2017;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;AZUAY;8
2017;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;EL ORO;6
2017;03 Marzo;C;INDUSTRIAS MANUFACTURERAS.;ESMERALDAS;44
2017;03 Marzo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";SANTO DOMINGO DE LOS TSACHILAS;4
2017;01 Enero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;CAÑAR;15
2017;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;COTOPAXI;4
2017;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;AZUAY;10
2017;03 Marzo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTO DOMINGO DE LOS TSACHILAS;96
2017;03 Marzo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;COTOPAXI;12
2017;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";NAPO;36
2017;03 Marzo;F;CONSTRUCCIÓN.;NAPO;14
2017;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;PASTAZA;64
2017;02 Febrero;C;INDUSTRIAS MANUFACTURERAS.;PASTAZA;3
2017;01 Enero;P;ENSEÑANZA.;LOS RIOS;9
2017;02 Febrero;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";PICHINCHA;3
2017;03 Marzo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;GUAYAS;111
2017;03 Marzo;P;ENSEÑANZA.;CAÑAR;3
2017;03 Marzo;L;ACTIVIDADES INMOBILIARIAS.;EL ORO;15
2017;02 Febrero;H;TRANSPORTE Y ALMACENAMIENTO.;ORELLANA;4
2017;03 Marzo;C;INDUSTRIAS MANUFACTURERAS.;NAPO;8
2017;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;SANTO DOMINGO DE LOS TSACHILAS;30
2017;03 Marzo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTA ELENA;15
2017;03 Marzo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PICHINCHA;94
2017;03 Marzo;L;ACTIVIDADES INMOBILIARIAS.;COTOPAXI;15
2017;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;LOJA;13
2017;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;LOS RIOS;31
2017;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;PASTAZA;2
2017;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;ZAMORA CHINCHIPE;6
2017;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;SANTA ELENA;1
2017;01 Enero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ZAMORA CHINCHIPE;8
2017;01 Enero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;GALAPAGOS;4
2017;01 Enero;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;TUNGURAHUA;2
2017;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;NAPO;2
2017;03 Marzo;P;ENSEÑANZA.;SUCUMBIOS;3
2017;03 Marzo;F;CONSTRUCCIÓN.;ORELLANA;8
2017;03 Marzo;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";TUNGURAHUA;1
2017;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CAÑAR;2
2017;03 Marzo;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;GUAYAS;3
2017;02 Febrero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ZAMORA CHINCHIPE;9
2017;01 Enero;P;ENSEÑANZA.;SUCUMBIOS;1
2017;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;GALAPAGOS;1
2017;02 Febrero;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;GUAYAS;2
2017;02 Febrero;J;INFORMACIÓN Y COMUNICACIÓN.;IMBABURA;1
2017;02 Febrero;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;LOJA;2
2017;02 Febrero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";COTOPAXI;2
2017;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;SANTA ELENA;3
2017;01 Enero;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;SANTA ELENA;1
2017;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ZAMORA CHINCHIPE;5
2017;03 Marzo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;NAPO;3
2017;01 Enero;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;IMBABURA;1
2017;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;LOJA;7
2017;03 Marzo;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;GUAYAS;1
2017;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ESMERALDAS;166
2017;04 Abril;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ESMERALDAS;51
2017;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;ZAMORA CHINCHIPE;9
2017;11 Noviembre;C;INDUSTRIAS MANUFACTURERAS.;GUAYAS;332
2017;11 Noviembre;H;TRANSPORTE Y ALMACENAMIENTO.;TUNGURAHUA;51
2017;11 Noviembre;V;SIN ACTIVIDAD ECONOMICA - CIIU;LOS RIOS;287
2017;11 Noviembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;NAPO;66
2017;11 Noviembre;V;SIN ACTIVIDAD ECONOMICA - CIIU;ORELLANA;34
2017;11 Noviembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;MANABI;35
2017;11 Noviembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ESMERALDAS;463
2017;05 Mayo;C;INDUSTRIAS MANUFACTURERAS.;EL ORO;80
2017;05 Mayo;J;INFORMACIÓN Y COMUNICACIÓN.;PICHINCHA;66
2017;05 Mayo;S;OTRAS ACTIVIDADES DE SERVICIOS.;ORELLANA;51
2017;05 Mayo;S;OTRAS ACTIVIDADES DE SERVICIOS.;PASTAZA;26
2017;07 Julio;S;OTRAS ACTIVIDADES DE SERVICIOS.;MANABI;90
2017;07 Julio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;GUAYAS;387
2017;08 Agosto;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CARCHI;70
2017;11 Noviembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;MANABI;106
2017;11 Noviembre;P;ENSEÑANZA.;MANABI;45
2017;11 Noviembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTA ELENA;29
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GUAYAS;192
2017;11 Noviembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;GUAYAS;300
2017;11 Noviembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GUAYAS;205
2017;10 Octubre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;PICHINCHA;139
2017;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";TUNGURAHUA;216
2017;08 Agosto;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;ESMERALDAS;10
2017;10 Octubre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";MANABI;827
2017;04 Abril;P;ENSEÑANZA.;GUAYAS;101
2017;07 Julio;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";GUAYAS;1453
2017;07 Julio;F;CONSTRUCCIÓN.;MANABI;114
2017;07 Julio;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTO DOMINGO DE LOS TSACHILAS;240
2017;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;SANTO DOMINGO DE LOS TSACHILAS;31
2017;10 Octubre;S;OTRAS ACTIVIDADES DE SERVICIOS.;EL ORO;144
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;LOJA;23
2017;10 Octubre;S;OTRAS ACTIVIDADES DE SERVICIOS.;PICHINCHA;1215
2017;07 Julio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;BOLIVAR;17
2017;05 Mayo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;BOLIVAR;9
2017;04 Abril;J;INFORMACIÓN Y COMUNICACIÓN.;GUAYAS;54
2017;04 Abril;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTA ELENA;121
2017;07 Julio;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";EL ORO;266
2017;04 Abril;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;GUAYAS;70
2017;10 Octubre;S;OTRAS ACTIVIDADES DE SERVICIOS.;PASTAZA;29
2017;05 Mayo;H;TRANSPORTE Y ALMACENAMIENTO.;CHIMBORAZO;40
2017;05 Mayo;H;TRANSPORTE Y ALMACENAMIENTO.;LOJA;29
2017;10 Octubre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTA ELENA;168
2017;08 Agosto;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOS RIOS;54
